features,car_id
"USB input",359
"Toll pass",1345
"USB input",1355
"USB input",1336
"Leather Seats",1349
GPS,1340
"Navigation System",1349
GPS,1350
"Heated seats",366
"Long-term car",1359
"Long-term car",1344
"EV / Hybrid",1361
Bluetooth,1352
"USB input",369
"Heated steering",1353
"Rear AC Controls",371
"Heated seats",1364
"Long-term car",1365
"USB input",376
GPS,1366
GPS,378
"Long-term car",389
"Toll pass",390
"Automatic transmission",392
GPS,393
"Automatic transmission",1369
"Heated seats",394
"Automatic transmission",385
"Toll pass",385
"All-wheel drive",406
"Automatic transmission",1384
"EV / Hybrid",1393
"Snow tires or chains",1393
"Long-term car",1378
"Audio input",1396
"Audio input",1388
"USB input",1397
"Child seat",1401
"Audio input",1403
"Automatic transmission",409
"Child seat",410
"Toll pass",411
"Heated seats",426
"Leather Seats",421
"Audio input",429
"USB input",446
"Automatic transmission",447
"Audio input",431
"EV / Hybrid",432
"All-wheel drive",451
Bluetooth,452
Bluetooth,1435
Bluetooth,461
Bluetooth,462
"USB input",463
"Audio input",464
"Heated seats",470
"Keyless ignition/entry",470
"All-wheel drive",465
Sunroof,471
"Automatic transmission",473
"Audio input",469
"Cooled Seats",469
"Long-term car",478
"USB input",477
"USB input",1444
"USB input",483
Bluetooth,489
Bluetooth,1450
"Leather seats",1450
"Long-term car",486
Sunroof,493
"Toll pass",495
Bluetooth,1456
Convertible,1460
"Must be 25+ to rent",1461
GPS,1458
Sunroof,1473
"Toll pass",1475
"Long-term car",1477
"Audio input",1481
Bluetooth,1468
"Audio input",500
GPS,1484
usb,1484
"Audio input",1486
"Audio input",1488
"USB input",505
"Toll pass",1489
"Automatic transmission",1490
"Parking Sensors / Assist",516
"Audio input",1491
"Child seat",508
"Free Unlimited Supercharging",508
Bluetooth,511
"Long-term car",1506
"Smart connect ",1506
"USB input",523
GPS,525
Bluetooth,1494
Sunroof,527
"Active trace controll",527
"USB input",1495
Sunroof,529
"Sirius XM radio",531
Bluetooth,532
"Automatic transmission",1500
"Heated seats",538
"All-wheel drive",1502
Bluetooth,549
"Remote Start",540
Convertible,541
"Audio input",554
"USB input",1511
"USB input",544
"Automatic transmission",1513
"Long-term car",1520
"Audio input",1521
"Long-term car",1522
Bluetooth,1530
"Audio input",1518
"Long-term car",1519
Bluetooth,1526
"All-wheel drive",1538
GPS,1539
"Heated seats",1539
"Any radios want to listen,",1536
"Ski rack",1552
"Long-term car",1548
"Long-term car",1554
Bluetooth,562
"Long-term car",563
"Adaptive Cruise Control",1557
"Long-term car",1558
"Automatic transmission",1559
"Toll pass",1559
"Automatic transmission",567
"USB input",577
"Must be 25+ to rent",1561
Bluetooth,1576
"Toll pass",1567
"Long-term car",1578
"Audio input",1564
"USB input",1565
"USB input",1574
"Child seat",584
"Apple Car Play",596
"EV / Hybrid",611
"Bike rack",598
"Audio input",599
"USB input",600
GPS,602
"Heated seats",602
"All-wheel drive",592
Bluetooth,604
"Delivery to Business Locations",604
"Automatic transmission",606
"Toll pass",617
"Automatic transmission",619
"Pet friendly",608
"All-wheel drive",1590
"Automatic transmission",622
Convertible,1605
"Manual transmission",625
"LED Daytime Driving Headlights ",1594
Bluetooth,626
"Automatic transmission",1610
Bluetooth,1610
"Adaptive Cruise control",1610
"Automatic transmission",633
Bluetooth,634
"Protective Floor Mats",634
"Toll pass",1602
"Long-term car",1613
"Cooling Seats",1613
Sunroof,636
"USB input",637
"Audio input",1617
"Long-term car",1634
"Long-term car",1645
"Child seat",1620
"Automatic transmission",642
"Automatic transmission",643
Sunroof,1638
"Snow tires or chains",1648
"All-wheel drive",645
"Automatic transmission",1628
Sunroof,1640
"Audio input",1652
"Automatic transmission",648
"Toll pass",658
"Audio input",665
"USB input",665
"Leather seats ",1656
"Automatic transmission",660
Bluetooth,660
"Heated seats",1659
Bluetooth,656
"Must be 25+ to rent",1661
Bluetooth,1661
"USB input",1663
"Audio input",1665
"USB input",1683
"USB connectivity",1665
"Leather Interior",1679
"USB input",1677
"USB input",1668
Sunroof,674
"USB input",675
"Audio input",1688
GPS,1689
Convertible,680
Bluetooth,689
"Long-term car",1692
Sunroof,1696
"Long-term car",1700
"Audio input",1707
"Heated seats",691
"Audio input",692
Sunroof,692
"Automatic transmission",694
"Heated seats",1704
"Automatic transmission",696
Sunroof,1705
"Automatic transmission",711
"Toll pass",1706
"Custom Lights",713
"Pet friendly",708
"Automatic transmission",1712
"Long-term car",719
Sunroof,1718
"Audio input",1721
GPS,1732
"Audio input",722
"Child seat",722
"Automatic transmission",723
"Automatic transmission",1736
Sunroof,1725
Bluetooth,1728
Bluetooth,1729
"Automatic transmission",1740
"Automatic transmission",1741
"Must be 30+ to rent",1768
Bluetooth,1768
"Toll pass",1742
"Automatic transmission",1754
Bluetooth,1770
"RainSensing Windshield Wipers",1742
"Automatic transmission",1766
"USB input",1766
Bluetooth,1773
Bluetooth,1775
"Automatic transmission",724
"USB input",724
"Long-term car",1430
"Audio input",1431
"Automatic transmission",1780
Bluetooth,729
"Audio input",1407
"Must be 25+ to rent",1434
"Child seat",1408
"Audio input",1409
"Child seat",1420
Bluetooth,440
"Front Leather Cooled Seats",1411
"Blind Spot Monitoring",1421
"Pet friendly",444
Sunroof,1413
"USB input",766
"Audio input",1783
Bluetooth,1415
"Audio input",749
"Automatic transmission",770
"Heated seats",741
"Automatic transmission",753
"Audio input",772
"Heated seats",772
"Long-term car",1427
"Audio input",1785
"Long-term car",758
Sunroof,758
"Long-term car",1787
"Auto High-beam Headlights",759
GPS,761
"Heated seats",761
Convertible,1794
Bluetooth,1791
"Long-term car",781
"Heated seats",781
"Toll pass",1810
"Automatic transmission",765
"Automatic transmission",1799
"Toll pass",1812
"Power leather Seats",1801
"USB input",1814
"Automatic transmission",1804
"All-wheel drive",1821
"Toll pass",1806
"Long-term car",1825
"Toll pass",2163
"Audio input",2164
"Dual Climate Control",1828
GPS,1830
"USB input",1833
"Long-term car",1834
"Heated seats",2168
"Long-term car",1836
"Apple play",1838
"Automatic transmission",1839
"USB input",1846
"Third set row",1840
"Audio input",1847
"Automatic transmission",1854
Bluetooth,1849
"Automatic transmission",1852
"Long-term car",1859
"All-wheel drive",1862
"Toll pass",1860
"Child seat",1864
Bluetooth,2181
"Audio input",1867
"Automatic transmission",1868
"USB input",1869
"All-wheel drive",2185
"USB input",2186
"Heated seats",1880
"Automatic transmission",1879
"Apple CarPlay™ and Android Auto™ ",1881
Sunroof,2188
"Long-term car",1889
Bluetooth,1894
"Voice control system",1884
"Backup Camera",1891
"All-wheel drive",1888
"Eco mode",1898
Sunroof,2190
Convertible,2195
"Audio input",1901
Sunroof,2197
"Audio input",1909
"Audio input",1915
"Heated seats",1907
"Side accident avoidance",1912
GPS,1919
"USB input",1914
"Automatic transmission",2203
Bluetooth,1921
"USB input",2202
"Audio input",1923
GPS,2207
"Long-term car",1927
"Audio input",1932
"Must be 25+ to rent",1937
"Automatic transmission",1938
GPS,1942
"Audio input",1944
"Premium Leather Seats",1947
"Leather seats",2209
"Automatic transmission",2212
"Auto engine start/stop",2212
"Heated seats",1951
GPS,1952
"All-wheel drive",2220
"Long-term car",1953
"Dual climate control",1956
Convertible,1959
"EV / Hybrid",2223
"Heated seats",2225
GPS,2226
"Touch screen",1968
"Audio input",1970
"Leather seats",1972
"Long-term car",1974
"Heated seats",2234
"Audio input",1976
Bluetooth,1978
"All-wheel drive",1982
"Blindside Assist",1982
"Audio input",1984
"USB input",1989
"USB input",1990
"Audio input",2236
GPS,2000
GPS,1998
Bluetooth,2001
Sunroof,2003
"Toll pass",2240
"Long-term car",2017
GPS,2011
"Audio input",2020
"USB input",2023
"USB input",2024
"USB input",2027
Bluetooth,2028
"Audio input",2031
"Long-term car",2032
"All-wheel drive",2247
"USB input",2034
"Automatic transmission",2248
"Automatic transmission",2045
"Long-term car",2039
"Rear Privacy Shade",2044
Bluetooth,2047
"Automatic transmission",2049
"USB input",2049
"Voice command ",2052
"Automatic transmission",2256
"Automatic transmission",2260
"Automatic transmission",2261
"Steering Wheel-Mounted Controls ",2053
"All-wheel drive",2265
"Remote Trunk Open",2055
Bluetooth,2056
"Automatic transmission",2066
GPS,2069
Sunroof,2065
"USB input",2071
GPS,2268
Sunroof,2268
Convertible,2078
"USB input",2087
"Heated seats",2089
Sunroof,2081
"USB input",2085
"Audio input",2274
Bluetooth,2275
"Long-term car",2090
"Cooler front seats ",2090
"USB input",2091
"Heated seats",2094
Bluetooth,2283
"Long-term car",2097
Sunroof,2285
Bluetooth,2101
"All-wheel drive",2103
"Automatic transmission",2105
Navigation,2109
"Automatic transmission",2113
"Internal GPS",2113
"Automatic transmission",2288
Bluetooth,2289
"Push button start",2294
Convertible,2291
Sunroof,2295
"USB input",2119
Bluetooth,2126
"All-wheel drive",2127
"USB input",2129
Bluetooth,2133
"Auto engine start/stop",2142
GPS,2145
Sunroof,2144
"Long-term car",2136
Bluetooth,2148
"Audio input",2155
"Blind Spot Assist",2155
Sunroof,2151
"Pet friendly",2152
Helmets,2303
"Automatic transmission",2305
Sunroof,2302
"Automatic transmission",2344
Sunroof,2345
"All-wheel drive",2310
"Rear View Camera",2310
"Must be 30+ to rent",2314
"USB input",2316
Bluetooth,2320
"Automatic transmission",2352
"Long-term car",2353
"Pet friendly",2354
"Must be 25+ to rent",2327
Convertible,2329
"Audio input",2333
"Automatic transmission",2336
GPS,2337
"Dynamic Cruise Control",2337
"Heated seats",2357
"Heated seats",2359
GPS,2341
"Audio input",2377
Bluetooth,2365
"All-wheel drive",2378
"Heated seats",2368
"USB input",2382
"Audio input",2385
Bluetooth,2369
GPS,2389
Bluetooth,2392
Bluetooth,2374
"Audio input",2394
"Heated seats",2397
"Long-term car",2399
"Long-term car",791
Bluetooth,1
"Automatic transmission",2
"Audio input",785
"Heated seats",795
"Audio input",796
"Aerodynamic Kit",11
"Ambient Lighting",11
"Audio input",790
"Sirius XM",6
"Long-term car",12
"USB input",18
Convertible,19
"Heated seats",16
"Heated seats",817
"Automatic transmission",806
"Push button start",807
"USB input",808
"Automatic transmission",824
"Audio input",810
Sunroof,810
"Heated seats",823
"Automatic transmission",830
GPS,831
"Long-term car",832
"Automatic transmission",850
"Heated seats",846
Bluetooth,835
Convertible,836
"Pet friendly",837
"Audio input",854
"Automatic transmission",858
"Audio input",859
"Must be 25+ to rent",862
90MPGe,862
"Audio input",892
"USB input",879
GPS,880
GPS,895
"Automatic transmission",865
"EV / Hybrid",873
"Bose Stereo",896
"Heated seats",866
"Long-term car",883
"Toll pass",875
GPS,900
"Toll pass",900
"Automatic transmission",886
Sunroof,901
Convertible,902
"USB input",904
"Apple Car Play",909
GPS,924
"Backup Camera",928
"Heated seats",925
"Heated seats",913
"Premium Gas",926
"Power Driver Seat",932
"EV / Hybrid",935
"Heated Front Seats",932
"Auxiliary Audio Input",932
"360 Surround View Camera System",918
"Power Side View Mirrors",932
"Pet friendly",940
"Toll pass",26
Sunroof,920
"Automatic transmission",30
"Pet friendly",31
GPS,943
"USB input",34
"Long-term car",40
GPS,37
"Automatic transmission",59
"Automatic transmission",60
"Audio input",61
"Audio input",62
Bluetooth,63
"Audio input",946
"Automatic transmission",949
"Parking sensors",65
"USB input",950
Bluetooth,951
"Heated seats",51
"Audio input",53
"Long-term car",54
"Heated Seats",955
"USB input",966
"Parking sensor",966
"Toll pass",57
"Long-term car",964
"USB input",965
"USB input",69
"Long-term car",980
"Must be 30+ to rent",981
Bluetooth,977
"Heated seats",981
"Leather Seats",73
"Audio input",85
Sunroof,85
"Automatic transmission",987
"Automatic transmission",87
"Automatic transmission",93
Sunroof,80
"Heated seats",94
"Leather Seats, Touch screen radio.",988
Sunroof,97
"Automatic transmission",1001
Bluetooth,991
"Automatic transmission",1003
"USB input",993
GPS,1006
"USB input",1007
"Dual Climate Control",100
"Long-term car",1012
"Heated seats",1009
"Audio input",104
Bluetooth,1011
GPS,1014
Bluetooth,1014
"Audio input",1015
Bluetooth,1015
"Audio input",117
GPS,124
GPS,1017
"Long-term car",119
"Heated seats",133
Bluetooth,134
"Long-term car",135
"Audio input",122
"Leather Seats",1021
"Audio input",132
"Automatic transmission",1022
Sunroof,1023
"USB input",141
"Upgraded rims",1028
"Audio input",143
Bluetooth,1029
GPS,1039
Bluetooth,1047
"Toll pass",1032
"Long-term car",1041
Bluetooth,1033
"Long-term car",1055
"Automatic transmission",1035
"Automatic transmission",1057
"All-wheel drive",1052
Bluetooth,1059
Bluetooth,1064
"Long-term car",1065
"USB input",1067
"Long-term car",1077
"USB input",147
Bluetooth,1075
"Automatic transmission",150
Convertible,1080
Bluetooth,151
"Automatic transmission",1083
"Apple CarPlay",1083
"Audio input",166
"Heated seats",1084
Bluetooth,1085
Bluetooth,162
"Heated seats",169
"Backup Camera",1087
"All-wheel drive",1097
"Audio input",1091
"Automatic transmission",1092
"Heated seats",1100
Bluetooth,1102
"Audio input",1103
GPS,176
"Navigation with Traffic Alerts",176
"Audio input",1106
"Instant Booking",1111
"Long-term car",1112
Bluetooth,1119
"Ski rack",1114
GPS,1121
"Automatic transmission",1122
Bluetooth,1123
"Long-term car",1116
"Panaromic Sunroof",1116
"Multiple built in AC outlets",1116
"Touchscreen panel: nav, phn, media etc",1116
"Personal storage compartments",1116
"Seat warmers",1116
"All-wheel drive",1134
"Toll pass",196
"Bike rack",1141
"XM radio",1141
"Toll pass",198
"Remote Trunk Release",191
"Snow tires or chains",1145
GPS,193
"Audio input",204
"Toll pass",194
"Audio input",1161
"USB input",1148
"Heated seats",1150
Bluetooth,209
"Audio input",210
GPS,211
Bluetooth,1173
Bluetooth,1155
"Long-term car",1156
"Audio input",1157
"EV / Hybrid",1177
"Free Streaming Music",1177
"Automatic transmission",1179
"Audio input",220
"Automatic transmission",222
Bluetooth,224
"USB input",1183
"Long-term car",1189
"Leather Seats",1189
"USB input",229
"Long-term car",1196
"Toll pass",1191
Bluetooth,233
"Long-term car",1198
"Long-term car",234
"Electric window",1198
Sunroof,1194
"Automatic transmission",1200
"Long-term car",1202
"Audio input",237
"Heated seats",250
Sunroof,251
"Child seat",239
"Heated seats",1208
"Audio input",1209
"Automatic transmission",1227
"Long-term car",245
"Automatic transmission",1216
Bluetooth,246
"USB input",1217
"Long-term car",1230
"Automatic transmission",1220
Bluetooth,1233
GPS,254
"USB input",254
"Remote Start",1222
"Pioneer Touch Screen Player",256
"USB input",257
"USB input",258
"Toll pass",1240
Bluetooth,1241
"USB input",260
Convertible,272
"Automatic transmission",273
Sunroof,1243
Bluetooth,1245
"Must be 25+ to rent",275
Bluetooth,292
"Must be 25+ to rent",276
"Heated seats",276
"Audio input",294
"Convertible Top",287
Bluetooth,1253
Sunroof,295
"All-wheel drive",296
"Car Seat available upon request",288
"Long-term car",289
"Pet friendly",1258
"Adaptive Cruise Control",1258
"Automatic transmission",302
"Automatic transmission",1260
"Heated seats",305
"Audio input",312
"SiriusXm radio",312
"Automatic transmission",314
"Audio input",315
"Toll pass",1271
"Audio input",1268
"USB input",1273
"Long-term car",1269
"Front Cargo Space (Under the Hood)",1282
"Heated seats",1283
"Heated seats",1277
"Automatic transmission",1285
"USB input",321
"Toll pass",1279
GPS,324
"Audio input",325
"One-touch access to third row",1291
"Automatic transmission",1294
"Remote engine start",1291
"LED puddle lights",1291
"All-wheel drive",1296
"All-wheel drive",336
"Automatic transmission",1300
"Child seat",345
GPS,340
Bluetooth,1303
GPS,342
Sunroof,1305
"USB input",349
Bluetooth,1315
"Heated seats",351
"Pet friendly",352
Bluetooth,353
"Long-term car",1311
"Audio input",1329
"Manual transmission",1323
"Toll pass",1313
Bluetooth,1325
Bluetooth,1333
"Heated seats",1326
"Snow tires or chains",359
"Heated seats",360
"Automatic transmission",1348
"Backup Camera",1355
Bluetooth,1356
"Long-term car",362
"Automatic transmission",366
"Long-term car",366
"Heated seats",1350
"9 speaker Bose system",1350
"Automatic transmission",1360
Bluetooth,367
"Heated Seats",368
"USB input",1362
"USB input",1363
"USB input",1354
"Pull-up shades for middle row windows",371
"Long-term car",372
"4-Cup Holders",1365
"Long-term car",386
Sunroof,1366
"Long-term car",379
GPS,396
"All-wheel drive",382
"Child seat",1367
"4x4 ",393
GPS,402
Bluetooth,1370
"USB input",403
"Pet friendly",406
"Automatic transmission",1376
"Audio input",1385
"Pet friendly",1377
"Heated seats",1386
"Tinted Windows",1387
"USB input",1399
Bluetooth,1381
"USB input",1401
"Audio input",1383
"Audio input",1406
Bluetooth,417
"Automatic transmission",419
